reason_id,score_id,feature_name,feature_value,contribution_score,impact_direction,reason_rank
RS0000124355,SC000082902,x1_monthly_spending,0.4304,-0.0578,NEGATIVE,5
RS0000124356,SC000082902,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000124357,SC000082908,x6_product_gap,0.935,0.7517,POSITIVE,1
RS0000124358,SC000082908,x1_monthly_spending,0.9413,0.5141,POSITIVE,2
RS0000124359,SC000082908,x2_income,0.7598,0.2226,POSITIVE,3
RS0000124360,SC000082908,x3_digital_activity,0.8036,0.2055,POSITIVE,4
RS0000124361,SC000082908,x5_campaign_response,0.0,-0.1847,NEGATIVE,5
RS0000124362,SC000082908,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000124363,SC000082909,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000124364,SC000082909,x3_digital_activity,0.7747,0.223,POSITIVE,2
RS0000124365,SC000082909,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000124366,SC000082909,x6_product_gap,0.7,0.062,POSITIVE,4
RS0000124367,SC000082909,x1_monthly_spending,0.4849,-0.0191,NEGATIVE,5
RS0000124368,SC000082909,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000124369,SC000082916,x6_product_gap,0.8375,0.5498,POSITIVE,1
RS0000124370,SC000082916,x5_campaign_response,0.25,0.4368,POSITIVE,2
RS0000124371,SC000082916,x3_digital_activity,0.1012,-0.2699,NEGATIVE,3
RS0000124372,SC000082916,x1_monthly_spending,0.7305,0.2685,POSITIVE,4
RS0000124373,SC000082916,x2_income,0.2411,-0.2218,NEGATIVE,5
RS0000124374,SC000082916,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000124375,SC000082917,x4_salary_account,0.0,-0.4007,NEGATIVE,1
RS0000124376,SC000082917,x3_digital_activity,0.962,0.375,POSITIVE,2
RS0000124377,SC000082917,x5_campaign_response,0.0,-0.3464,NEGATIVE,3
RS0000124378,SC000082917,x1_monthly_spending,0.6954,0.2478,POSITIVE,4
RS0000124379,SC000082917,x2_income,0.9392,0.1646,POSITIVE,5
RS0000124380,SC000082917,x6_product_gap,0.5325,-0.1019,NEGATIVE,6
RS0000124381,SC000082921,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000124382,SC000082921,x3_digital_activity,0.9147,0.3366,POSITIVE,2
RS0000124383,SC000082921,x1_monthly_spending,0.7453,0.3111,POSITIVE,3
RS0000124384,SC000082921,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000124385,SC000082921,x2_income,0.0642,-0.1633,NEGATIVE,5
RS0000124386,SC000082921,x6_product_gap,0.6975,0.0595,POSITIVE,6
RS0000124387,SC000082925,x4_salary_account,1.0,0.1827,POSITIVE,1
RS0000124388,SC000082925,x1_monthly_spending,0.3643,-0.1721,NEGATIVE,2
RS0000124389,SC000082925,x5_campaign_response,0.25,0.0778,POSITIVE,3
RS0000124390,SC000082925,x6_product_gap,0.6975,0.0595,POSITIVE,4
RS0000124391,SC000082925,x3_digital_activity,0.437,-0.0512,NEGATIVE,5
RS0000124392,SC000082925,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000124393,SC000082929,x3_digital_activity,0.9935,0.4005,POSITIVE,1
RS0000124394,SC000082929,x1_monthly_spending,0.2571,-0.308,NEGATIVE,2
RS0000124395,SC000082929,x6_product_gap,0.835,0.1941,POSITIVE,3
RS0000124396,SC000082929,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000124397,SC000082929,x2_income,0.0642,-0.1633,NEGATIVE,5
RS0000124398,SC000082929,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000124399,SC000082933,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000124400,SC000082933,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000124401,SC000082933,x2_income,0.9392,0.1646,POSITIVE,3
RS0000124402,SC000082933,x1_monthly_spending,0.6239,0.1571,POSITIVE,4
RS0000124403,SC000082933,x6_product_gap,0.7,0.062,POSITIVE,5
RS0000124404,SC000082933,x3_digital_activity,0.503,0.0024,POSITIVE,6
RS0000124405,SC000082938,x5_campaign_response,0.5,0.8343,POSITIVE,1
RS0000124406,SC000082938,x4_salary_account,0.0,-0.3829,NEGATIVE,2
RS0000124407,SC000082938,x2_income,0.7598,0.2245,POSITIVE,3
RS0000124408,SC000082938,x6_product_gap,0.49,-0.0434,NEGATIVE,4
RS0000124409,SC000082938,x1_monthly_spending,0.5384,0.0319,POSITIVE,5
RS0000124410,SC000082938,x3_digital_activity,0.5033,0.0023,POSITIVE,6
RS0000124411,SC000082941,x4_salary_account,0.0,-0.4007,NEGATIVE,1
RS0000124412,SC000082941,x2_income,0.7598,0.0973,POSITIVE,2
RS0000124413,SC000082941,x5_campaign_response,0.25,0.0778,POSITIVE,3
RS0000124414,SC000082941,x6_product_gap,0.7,0.062,POSITIVE,4
RS0000124415,SC000082941,x3_digital_activity,0.4558,-0.0359,NEGATIVE,5
RS0000124416,SC000082941,x1_monthly_spending,0.5231,0.0293,POSITIVE,6
RS0000124417,SC000082945,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000124418,SC000082945,x1_monthly_spending,0.8625,0.4597,POSITIVE,2
RS0000124419,SC000082945,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000124420,SC000082945,x3_digital_activity,0.6574,0.1278,POSITIVE,4
RS0000124421,SC000082945,x2_income,0.7598,0.0973,POSITIVE,5
RS0000124422,SC000082945,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000124423,SC000082949,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000124424,SC000082949,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000124425,SC000082949,x6_product_gap,0.7,0.062,POSITIVE,3
RS0000124426,SC000082949,x3_digital_activity,0.5657,0.0533,POSITIVE,4
RS0000124427,SC000082949,x1_monthly_spending,0.4805,-0.0247,NEGATIVE,5
RS0000124428,SC000082949,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000124429,SC000082956,x6_product_gap,0.935,0.7517,POSITIVE,1
RS0000124430,SC000082956,x3_digital_activity,0.8419,0.2314,POSITIVE,2
RS0000124431,SC000082956,x2_income,0.2411,-0.2218,NEGATIVE,3
RS0000124432,SC000082956,x5_campaign_response,0.0,-0.1847,NEGATIVE,4
RS0000124433,SC000082956,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000124434,SC000082956,x1_monthly_spending,0.4799,-0.0234,NEGATIVE,6
RS0000124435,SC000082959,x5_campaign_response,0.9,1.3068,POSITIVE,1
RS0000124436,SC000082959,x3_digital_activity,0.8801,0.194,POSITIVE,2
RS0000124437,SC000082959,x2_income,0.7598,0.1887,POSITIVE,3
RS0000124438,SC000082959,x1_monthly_spending,0.3803,-0.1432,NEGATIVE,4
RS0000124439,SC000082959,x6_product_gap,0.49,0.0811,POSITIVE,5
RS0000124440,SC000082959,x4_salary_account,0.0,-0.0285,NEGATIVE,6
RS0000124441,SC000082963,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000124442,SC000082963,x2_income,0.0642,-0.3166,NEGATIVE,2
RS0000124443,SC000082963,x6_product_gap,0.58,0.2963,POSITIVE,3
RS0000124444,SC000082963,x3_digital_activity,0.1012,-0.2036,NEGATIVE,4
RS0000124445,SC000082963,x1_monthly_spending,0.3684,-0.1574,NEGATIVE,5
RS0000124446,SC000082963,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000124447,SC000082965,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000124448,SC000082965,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000124449,SC000082965,x3_digital_activity,0.1012,-0.3237,NEGATIVE,3
RS0000124450,SC000082965,x1_monthly_spending,0.6302,0.1651,POSITIVE,4
RS0000124451,SC000082965,x2_income,0.9392,0.1646,POSITIVE,5
RS0000124452,SC000082965,x6_product_gap,0.5875,-0.0481,NEGATIVE,6
RS0000124453,SC000082969,x1_monthly_spending,0.0738,-0.5404,NEGATIVE,1
RS0000124454,SC000082969,x5_campaign_response,0.5,0.502,POSITIVE,2
RS0000124455,SC000082969,x4_salary_account,0.0,-0.4007,NEGATIVE,3
RS0000124456,SC000082969,x3_digital_activity,0.1923,-0.2498,NEGATIVE,4
RS0000124457,SC000082969,x6_product_gap,0.45,-0.1827,NEGATIVE,5
RS0000124458,SC000082969,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000124459,SC000082973,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000124460,SC000082973,x3_digital_activity,0.8904,0.3169,POSITIVE,2
RS0000124461,SC000082973,x1_monthly_spending,0.659,0.2016,POSITIVE,3
RS0000124462,SC000082973,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000124463,SC000082973,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000124464,SC000082973,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000124465,SC000082980,x5_campaign_response,1.0,2.3011,POSITIVE,1
RS0000124466,SC000082980,x6_product_gap,0.15,-0.8742,NEGATIVE,2
RS0000124467,SC000082980,x2_income,0.7598,0.2226,POSITIVE,3
RS0000124468,SC000082980,x3_digital_activity,0.7558,0.1731,POSITIVE,4
RS0000124469,SC000082980,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000124470,SC000082980,x1_monthly_spending,0.5318,0.037,POSITIVE,6
RS0000124471,SC000082982,x1_monthly_spending,0.9276,0.355,POSITIVE,1
RS0000124472,SC000082982,x6_product_gap,0.82,0.3017,POSITIVE,2
RS0000124473,SC000082982,x2_income,0.7598,0.2245,POSITIVE,3
RS0000124474,SC000082982,x3_digital_activity,0.803,0.2125,POSITIVE,4
RS0000124475,SC000082982,x5_campaign_response,0.0,-0.2039,NEGATIVE,5
RS0000124476,SC000082982,x4_salary_account,1.0,0.1746,POSITIVE,6
RS0000124477,SC000082987,x1_monthly_spending,0.8226,0.3859,POSITIVE,1
RS0000124478,SC000082987,x2_income,0.9392,0.319,POSITIVE,2
RS0000124479,SC000082987,x5_campaign_response,0.0,-0.232,NEGATIVE,3
RS0000124480,SC000082987,x6_product_gap,0.49,0.0811,POSITIVE,4
RS0000124481,SC000082987,x3_digital_activity,0.3492,-0.077,NEGATIVE,5
RS0000124482,SC000082987,x4_salary_account,0.0,-0.0285,NEGATIVE,6
RS0000124483,SC000082989,x1_monthly_spending,0.2146,-0.3619,NEGATIVE,1
RS0000124484,SC000082989,x5_campaign_response,0.0,-0.3464,NEGATIVE,2
RS0000124485,SC000082989,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000124486,SC000082989,x6_product_gap,0.7,0.062,POSITIVE,4
RS0000124487,SC000082989,x3_digital_activity,0.4792,-0.0169,NEGATIVE,5
RS0000124488,SC000082989,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000124489,SC000082996,x5_campaign_response,0.5,1.0582,POSITIVE,1
RS0000124490,SC000082996,x6_product_gap,0.87,0.6171,POSITIVE,2
RS0000124491,SC000082996,x2_income,0.9392,0.3762,POSITIVE,3
RS0000124492,SC000082996,x4_salary_account,1.0,0.1004,POSITIVE,4
RS0000124493,SC000082996,x3_digital_activity,0.6396,0.0945,POSITIVE,5
RS0000124494,SC000082996,x1_monthly_spending,0.4356,-0.075,NEGATIVE,6
RS0000124495,SC000082997,x5_campaign_response,0.9,1.1808,POSITIVE,1
RS0000124496,SC000082997,x3_digital_activity,0.9249,0.3449,POSITIVE,2
RS0000124497,SC000082997,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000124498,SC000082997,x6_product_gap,0.8075,0.1672,POSITIVE,4
RS0000124499,SC000082997,x2_income,0.0642,-0.1633,NEGATIVE,5
RS0000124500,SC000082997,x1_monthly_spending,0.5401,0.0509,POSITIVE,6
RS0000124501,SC000083001,x3_digital_activity,0.1012,-0.3237,NEGATIVE,1
RS0000124502,SC000083001,x1_monthly_spending,0.2516,-0.3151,NEGATIVE,2
RS0000124503,SC000083001,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000124504,SC000083001,x2_income,0.7598,0.0973,POSITIVE,4
RS0000124505,SC000083001,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000124506,SC000083001,x6_product_gap,0.615,-0.0212,NEGATIVE,6
RS0000124507,SC000083007,x6_product_gap,0.67,0.5115,POSITIVE,1
RS0000124508,SC000083007,x5_campaign_response,0.0,-0.232,NEGATIVE,2
RS0000124509,SC000083007,x1_monthly_spending,0.6895,0.2267,POSITIVE,3
RS0000124510,SC000083007,x2_income,0.2411,-0.1881,NEGATIVE,4
RS0000124511,SC000083007,x3_digital_activity,0.7857,0.1458,POSITIVE,5
RS0000124512,SC000083007,x4_salary_account,0.0,-0.0285,NEGATIVE,6
RS0000124513,SC000083011,x6_product_gap,0.64,0.4398,POSITIVE,1
RS0000124514,SC000083011,x1_monthly_spending,0.149,-0.4199,NEGATIVE,2
RS0000124515,SC000083011,x2_income,0.0642,-0.3166,NEGATIVE,3
RS0000124516,SC000083011,x5_campaign_response,0.0,-0.232,NEGATIVE,4
RS0000124517,SC000083011,x3_digital_activity,0.1012,-0.2036,NEGATIVE,5
RS0000124518,SC000083011,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000124519,SC000083014,x5_campaign_response,0.75,1.3534,POSITIVE,1
RS0000124520,SC000083014,x2_income,0.7598,0.2245,POSITIVE,2
RS0000124521,SC000083014,x1_monthly_spending,0.718,0.181,POSITIVE,3
RS0000124522,SC000083014,x4_salary_account,1.0,0.1746,POSITIVE,4
RS0000124523,SC000083014,x6_product_gap,0.67,0.1448,POSITIVE,5
RS0000124524,SC000083014,x3_digital_activity,0.4854,-0.0103,NEGATIVE,6
RS0000124525,SC000083019,x6_product_gap,0.79,0.7985,POSITIVE,1
RS0000124526,SC000083019,x1_monthly_spending,0.8932,0.4703,POSITIVE,2
RS0000124527,SC000083019,x5_campaign_response,0.0,-0.232,NEGATIVE,3
RS0000124528,SC000083019,x2_income,0.7598,0.1887,POSITIVE,4
RS0000124529,SC000083019,x3_digital_activity,0.6259,0.0643,POSITIVE,5
RS0000124530,SC000083019,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000124531,SC000083021,x1_monthly_spending,0.0432,-0.5793,NEGATIVE,1
RS0000124532,SC000083021,x3_digital_activity,0.1012,-0.3237,NEGATIVE,2
RS0000124533,SC000083021,x6_product_gap,0.8625,0.221,POSITIVE,3
RS0000124534,SC000083021,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000124535,SC000083021,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000124536,SC000083021,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000124537,SC000083027,x5_campaign_response,1.0,1.4778,POSITIVE,1
RS0000124538,SC000083027,x6_product_gap,0.2,-0.6124,NEGATIVE,2
RS0000124539,SC000083027,x1_monthly_spending,0.2079,-0.3494,NEGATIVE,3
RS0000124540,SC000083027,x2_income,0.0642,-0.3166,NEGATIVE,4
RS0000124541,SC000083027,x4_salary_account,0.0,-0.0285,NEGATIVE,5
RS0000124542,SC000083027,x3_digital_activity,0.5052,0.0026,POSITIVE,6
RS0000124543,SC000083029,x1_monthly_spending,0.2906,-0.2655,NEGATIVE,1
RS0000124544,SC000083029,x3_digital_activity,0.26,-0.1948,NEGATIVE,2
RS0000124545,SC000083029,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000124546,SC000083029,x2_income,0.2411,-0.097,NEGATIVE,4
RS0000124547,SC000083029,x6_product_gap,0.725,0.0865,POSITIVE,5
RS0000124548,SC000083029,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000124549,SC000083035,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000124550,SC000083035,x3_digital_activity,0.1012,-0.2036,NEGATIVE,2
RS0000124551,SC000083035,x1_monthly_spending,0.35,-0.1794,NEGATIVE,3
RS0000124552,SC000083035,x6_product_gap,0.4,-0.1342,NEGATIVE,4
RS0000124553,SC000083035,x4_salary_account,0.0,-0.0285,NEGATIVE,5
RS0000124554,SC000083035,x2_income,0.4975,-0.0018,NEGATIVE,6
RS0000124555,SC000083040,x5_campaign_response,1.0,2.3011,POSITIVE,1
RS0000124556,SC000083040,x1_monthly_spending,0.9324,0.5037,POSITIVE,2
RS0000124557,SC000083040,x2_income,0.9392,0.3762,POSITIVE,3
RS0000124558,SC000083040,x6_product_gap,0.74,0.3478,POSITIVE,4
RS0000124559,SC000083040,x4_salary_account,0.0,-0.2202,NEGATIVE,5
RS0000124560,SC000083040,x3_digital_activity,0.5212,0.0143,POSITIVE,6
RS0000124561,SC000083041,x1_monthly_spending,0.0572,-0.5616,NEGATIVE,1
RS0000124562,SC000083041,x5_campaign_response,0.5,0.502,POSITIVE,2
RS0000124563,SC000083041,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000124564,SC000083041,x6_product_gap,0.6975,0.0595,POSITIVE,4
RS0000124565,SC000083041,x3_digital_activity,0.504,0.0032,POSITIVE,5
RS0000124566,SC000083041,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000124567,SC000083045,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000124568,SC000083045,x1_monthly_spending,0.8819,0.4843,POSITIVE,2
RS0000124569,SC000083045,x3_digital_activity,0.77,0.2191,POSITIVE,3
RS0000124570,SC000083045,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000124571,SC000083045,x2_income,0.7598,0.0973,POSITIVE,5
RS0000124572,SC000083045,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000124573,SC000083052,x5_campaign_response,1.0,2.3011,POSITIVE,1
RS0000124574,SC000083052,x6_product_gap,0.15,-0.8742,NEGATIVE,2
RS0000124575,SC000083052,x1_monthly_spending,0.7819,0.3284,POSITIVE,3
RS0000124576,SC000083052,x2_income,0.2411,-0.2218,NEGATIVE,4
RS0000124577,SC000083052,x4_salary_account,0.0,-0.2202,NEGATIVE,5
RS0000124578,SC000083052,x3_digital_activity,0.638,0.0934,POSITIVE,6
RS0000124579,SC000083056,x5_campaign_response,0.9,2.0525,POSITIVE,1
RS0000124580,SC000083056,x6_product_gap,0.935,0.7517,POSITIVE,2
RS0000124581,SC000083056,x1_monthly_spending,0.3805,-0.1393,NEGATIVE,3
RS0000124582,SC000083056,x4_salary_account,1.0,0.1004,POSITIVE,4
RS0000124583,SC000083056,x3_digital_activity,0.6206,0.0816,POSITIVE,5
RS0000124584,SC000083056,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000124585,SC000083060,x6_product_gap,0.935,0.7517,POSITIVE,1
RS0000124586,SC000083060,x1_monthly_spending,0.9594,0.5352,POSITIVE,2
RS0000124587,SC000083060,x3_digital_activity,0.8764,0.2548,POSITIVE,3
RS0000124588,SC000083060,x2_income,0.7598,0.2226,POSITIVE,4
RS0000124589,SC000083060,x5_campaign_response,0.0,-0.1847,NEGATIVE,5
RS0000124590,SC000083060,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000124591,SC000083061,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000124592,SC000083061,x1_monthly_spending,0.6778,0.2254,POSITIVE,2
RS0000124593,SC000083061,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000124594,SC000083061,x2_income,0.7598,0.0973,POSITIVE,4
RS0000124595,SC000083061,x6_product_gap,0.7,0.062,POSITIVE,5
RS0000124596,SC000083061,x3_digital_activity,0.5657,0.0533,POSITIVE,6
RS0000124597,SC000083065,x5_campaign_response,1.0,1.3505,POSITIVE,1
RS0000124598,SC000083065,x3_digital_activity,0.8865,0.3137,POSITIVE,2
RS0000124599,SC000083065,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000124600,SC000083065,x2_income,0.2411,-0.097,NEGATIVE,4
RS0000124601,SC000083065,x6_product_gap,0.7,0.062,POSITIVE,5
RS0000124602,SC000083065,x1_monthly_spending,0.5372,0.0471,POSITIVE,6
RS0000124603,SC000083071,x6_product_gap,0.61,0.368,POSITIVE,1
RS0000124604,SC000083071,x5_campaign_response,0.0,-0.232,NEGATIVE,2
RS0000124605,SC000083071,x2_income,0.7598,0.1887,POSITIVE,3
RS0000124606,SC000083071,x3_digital_activity,0.4253,-0.0382,NEGATIVE,4
RS0000124607,SC000083071,x4_salary_account,0.0,-0.0285,NEGATIVE,5
RS0000124608,SC000083071,x1_monthly_spending,0.4818,-0.0218,NEGATIVE,6
RS0000124609,SC000083073,x5_campaign_response,0.0,-0.3464,NEGATIVE,1
RS0000124610,SC000083073,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000124611,SC000083073,x3_digital_activity,0.3042,-0.159,NEGATIVE,3
RS0000124612,SC000083073,x2_income,0.7598,0.0973,POSITIVE,4
RS0000124613,SC000083073,x6_product_gap,0.615,-0.0212,NEGATIVE,5
RS0000124614,SC000083073,x1_monthly_spending,0.4923,-0.0098,NEGATIVE,6
RS0000124615,SC000083078,x5_campaign_response,0.75,1.3534,POSITIVE,1
RS0000124616,SC000083078,x1_monthly_spending,0.7383,0.1978,POSITIVE,2
RS0000124617,SC000083078,x4_salary_account,1.0,0.1746,POSITIVE,3
RS0000124618,SC000083078,x6_product_gap,0.67,0.1448,POSITIVE,4
RS0000124619,SC000083078,x3_digital_activity,0.3182,-0.1275,NEGATIVE,5
RS0000124620,SC000083078,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000124621,SC000083084,x6_product_gap,0.935,0.7517,POSITIVE,1
RS0000124622,SC000083084,x3_digital_activity,0.998,0.337,POSITIVE,2
RS0000124623,SC000083084,x5_campaign_response,0.0,-0.1847,NEGATIVE,3
RS0000124624,SC000083084,x1_monthly_spending,0.6464,0.1706,POSITIVE,4
RS0000124625,SC000083084,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000124626,SC000083084,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000124627,SC000083086,x5_campaign_response,0.5,0.8343,POSITIVE,1
RS0000124628,SC000083086,x1_monthly_spending,0.9203,0.3489,POSITIVE,2
RS0000124629,SC000083086,x4_salary_account,1.0,0.1746,POSITIVE,3
RS0000124630,SC000083086,x6_product_gap,0.67,0.1448,POSITIVE,4
RS0000124631,SC000083086,x3_digital_activity,0.5243,0.017,POSITIVE,5
RS0000124632,SC000083086,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000124633,SC000083090,x5_campaign_response,0.25,0.3152,POSITIVE,1
RS0000124634,SC000083090,x2_income,0.2411,-0.2237,NEGATIVE,2
RS0000124635,SC000083090,x1_monthly_spending,0.2612,-0.1983,NEGATIVE,3
RS0000124636,SC000083090,x4_salary_account,1.0,0.1746,POSITIVE,4
RS0000124637,SC000083090,x6_product_gap,0.67,0.1448,POSITIVE,5
RS0000124638,SC000083090,x3_digital_activity,0.4429,-0.0401,NEGATIVE,6
RS0000124639,SC000083096,x6_product_gap,0.935,0.7517,POSITIVE,1
RS0000124640,SC000083096,x2_income,0.7598,0.2226,POSITIVE,2
RS0000124641,SC000083096,x1_monthly_spending,0.6873,0.2182,POSITIVE,3
RS0000124642,SC000083096,x5_campaign_response,0.0,-0.1847,NEGATIVE,4
RS0000124643,SC000083096,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000124644,SC000083096,x3_digital_activity,0.5329,0.0222,POSITIVE,6
RS0000124645,SC000083097,x4_salary_account,0.0,-0.4007,NEGATIVE,1
RS0000124646,SC000083097,x5_campaign_response,0.0,-0.3464,NEGATIVE,2
RS0000124647,SC000083097,x3_digital_activity,0.2036,-0.2406,NEGATIVE,3
RS0000124648,SC000083097,x2_income,0.2411,-0.097,NEGATIVE,4
RS0000124649,SC000083097,x1_monthly_spending,0.4319,-0.0864,NEGATIVE,5
RS0000124650,SC000083097,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000124651,SC000083102,x5_campaign_response,1.0,1.8725,POSITIVE,1
RS0000124652,SC000083102,x6_product_gap,0.15,-0.399,NEGATIVE,2
RS0000124653,SC000083102,x2_income,0.9392,0.3795,POSITIVE,3
RS0000124654,SC000083102,x4_salary_account,1.0,0.1746,POSITIVE,4
RS0000124655,SC000083102,x1_monthly_spending,0.7007,0.1666,POSITIVE,5
RS0000124656,SC000083102,x3_digital_activity,0.4194,-0.0566,NEGATIVE,6
RS0000124657,SC000083106,x5_campaign_response,0.5,0.8343,POSITIVE,1
RS0000124658,SC000083106,x1_monthly_spending,0.8779,0.3137,POSITIVE,2
RS0000124659,SC000083106,x4_salary_account,1.0,0.1746,POSITIVE,3
RS0000124660,SC000083106,x6_product_gap,0.67,0.1448,POSITIVE,4
RS0000124661,SC000083106,x3_digital_activity,0.4486,-0.0361,NEGATIVE,5
RS0000124662,SC000083106,x2_income,0.4975,-0.0022,NEGATIVE,6
RS0000124663,SC000083110,x6_product_gap,0.94,0.4272,POSITIVE,1
RS0000124664,SC000083110,x2_income,0.7598,0.2245,POSITIVE,2
RS0000124665,SC000083110,x5_campaign_response,0.0,-0.2039,NEGATIVE,3
RS0000124666,SC000083110,x4_salary_account,1.0,0.1746,POSITIVE,4
RS0000124667,SC000083110,x3_digital_activity,0.6991,0.1396,POSITIVE,5
RS0000124668,SC000083110,x1_monthly_spending,0.6078,0.0895,POSITIVE,6
RS0000124669,SC000083116,x6_product_gap,0.935,0.7517,POSITIVE,1
RS0000124670,SC000083116,x5_campaign_response,0.25,0.4368,POSITIVE,2
RS0000124671,SC000083116,x2_income,0.2411,-0.2218,NEGATIVE,3
RS0000124672,SC000083116,x4_salary_account,1.0,0.1004,POSITIVE,4
RS0000124673,SC000083116,x1_monthly_spending,0.531,0.0361,POSITIVE,5
RS0000124674,SC000083116,x3_digital_activity,0.5378,0.0256,POSITIVE,6
RS0000124675,SC000083117,x1_monthly_spending,0.9724,0.599,POSITIVE,1
RS0000124676,SC000083117,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000124677,SC000083117,x2_income,0.9392,0.1646,POSITIVE,3
RS0000124678,SC000083117,x5_campaign_response,0.25,0.0778,POSITIVE,4
RS0000124679,SC000083117,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000124680,SC000083117,x3_digital_activity,0.5702,0.057,POSITIVE,6
RS0000124681,SC000083122,x5_campaign_response,0.9,1.6648,POSITIVE,1
RS0000124682,SC000083122,x4_salary_account,0.0,-0.3829,NEGATIVE,2
RS0000124683,SC000083122,x2_income,0.0642,-0.3766,NEGATIVE,3
RS0000124684,SC000083122,x3_digital_activity,0.358,-0.0996,NEGATIVE,4
RS0000124685,SC000083122,x6_product_gap,0.49,-0.0434,NEGATIVE,5
RS0000124686,SC000083122,x1_monthly_spending,0.4861,-0.0115,NEGATIVE,6
RS0000124687,SC000083127,x1_monthly_spending,0.8448,0.4124,POSITIVE,1
RS0000124688,SC000083127,x5_campaign_response,0.25,0.1955,POSITIVE,2
RS0000124689,SC000083127,x6_product_gap,0.49,0.0811,POSITIVE,3
RS0000124690,SC000083127,x3_digital_activity,0.559,0.0301,POSITIVE,4
RS0000124691,SC000083127,x4_salary_account,0.0,-0.0285,NEGATIVE,5
RS0000124692,SC000083127,x2_income,0.4975,-0.0018,NEGATIVE,6
RS0000124693,SC000083129,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000124694,SC000083129,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000124695,SC000083129,x2_income,0.7598,0.0973,POSITIVE,3
RS0000124696,SC000083129,x1_monthly_spending,0.5627,0.0795,POSITIVE,4
RS0000124697,SC000083129,x6_product_gap,0.7,0.062,POSITIVE,5
RS0000124698,SC000083129,x3_digital_activity,0.4263,-0.0599,NEGATIVE,6
RS0000124699,SC000083136,x6_product_gap,1.0,0.8863,POSITIVE,1
RS0000124700,SC000083136,x1_monthly_spending,0.1106,-0.4537,NEGATIVE,2
