score_id,customer_id,snapshot_date,product_id,model_id,model_version,propensity_probability,product_propensity_score,customer_value_score,intent_signal_score,engagement_score,timing_score,relationship_score,smart_growth_score,priority_level,prediction_timestamp
SC000078402,CUS00019601,2026-08-31,P004,sge_propensity_logreg,v3.0,0.163,16.3,38.89,24.0,15.83,46.33,30.0,26.66,Do not prioritize,2026-08-31 18:00:00
SC000078403,CUS00019601,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2483,24.83,38.89,33.25,15.83,46.33,30.0,30.64,Do not prioritize,2026-08-31 18:00:00
SC000078404,CUS00019601,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2007,20.07,38.89,32.25,15.83,46.33,30.0,29.25,Do not prioritize,2026-08-31 18:00:00
SC000078405,CUS00019602,2026-08-31,P001,sge_propensity_logreg,v3.0,0.631,63.1,89.95,50.59,50.33,74.67,72.5,66.15,Low,2026-08-31 18:00:00
SC000078406,CUS00019602,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6515,65.15,89.95,46.09,50.33,74.67,72.5,65.76,Low,2026-08-31 18:00:00
SC000078407,CUS00019602,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6246,62.46,89.95,43.09,50.33,66.67,72.5,63.69,Low,2026-08-31 18:00:00
SC000078408,CUS00019602,2026-08-31,P009,sge_propensity_logreg,v3.0,0.894,89.4,89.95,58.21,50.33,74.67,72.5,74.25,Medium,2026-08-31 18:00:00
SC000078409,CUS00019603,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2401,24.01,37.05,46.98,16.46,74.67,62.5,38.99,Do not prioritize,2026-08-31 18:00:00
SC000078410,CUS00019603,2026-08-31,P004,sge_propensity_logreg,v3.0,0.171,17.1,37.05,25.73,16.46,74.67,62.5,33.02,Do not prioritize,2026-08-31 18:00:00
SC000078411,CUS00019603,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4151,41.51,37.05,48.98,16.46,74.67,62.5,43.77,Do not prioritize,2026-08-31 18:00:00
SC000078412,CUS00019603,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2017,20.17,37.05,35.6,16.46,74.67,62.5,35.76,Do not prioritize,2026-08-31 18:00:00
SC000078413,CUS00019604,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3027,30.27,22.64,75.89,8.09,83.33,55.0,42.32,Do not prioritize,2026-08-31 18:00:00
SC000078414,CUS00019604,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1483,14.83,22.64,48.39,8.09,83.33,55.0,32.96,Do not prioritize,2026-08-31 18:00:00
SC000078415,CUS00019604,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3757,37.57,22.64,71.64,8.09,83.33,55.0,43.3,Do not prioritize,2026-08-31 18:00:00
SC000078416,CUS00019604,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1746,17.46,22.64,58.26,8.09,83.33,55.0,35.59,Do not prioritize,2026-08-31 18:00:00
SC000078417,CUS00019605,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6693,66.93,41.62,37.46,72.06,70.67,62.5,56.67,Do not prioritize,2026-08-31 18:00:00
SC000078418,CUS00019605,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5132,51.32,41.62,37.96,72.06,74.67,62.5,53.27,Do not prioritize,2026-08-31 18:00:00
SC000078419,CUS00019605,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6391,63.91,41.62,44.21,72.06,74.67,62.5,57.67,Do not prioritize,2026-08-31 18:00:00
SC000078420,CUS00019605,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5234,52.34,41.62,37.27,72.06,74.67,62.5,53.39,Do not prioritize,2026-08-31 18:00:00
SC000078421,CUS00019606,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4495,44.95,46.57,31.65,36.87,74.67,71.88,47.07,Do not prioritize,2026-08-31 18:00:00
SC000078422,CUS00019606,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4991,49.91,46.57,46.65,36.87,74.67,71.88,51.31,Do not prioritize,2026-08-31 18:00:00
SC000078423,CUS00019606,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2289,22.89,46.57,26.65,36.87,74.67,71.88,40.55,Do not prioritize,2026-08-31 18:00:00
SC000078424,CUS00019606,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1976,19.76,46.57,25.4,36.87,74.67,71.88,39.52,Do not prioritize,2026-08-31 18:00:00
SC000078425,CUS00019607,2026-08-31,P001,sge_propensity_logreg,v3.0,0.9139,91.39,89.87,84.39,74.8,94.0,75.0,85.82,High,2026-08-31 18:00:00
SC000078426,CUS00019607,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5402,54.02,89.87,53.14,74.8,98.0,75.0,70.63,Medium,2026-08-31 18:00:00
SC000078427,CUS00019607,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4579,45.79,89.87,54.39,74.8,98.0,75.0,68.82,Low,2026-08-31 18:00:00
SC000078428,CUS00019607,2026-08-31,P009,sge_propensity_logreg,v3.0,0.8058,80.58,89.87,72.77,74.8,98.0,75.0,81.19,High,2026-08-31 18:00:00
SC000078429,CUS00019608,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5324,53.24,65.84,36.05,45.75,69.67,58.12,53.33,Do not prioritize,2026-08-31 18:00:00
SC000078430,CUS00019608,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6964,69.64,65.84,59.55,45.75,69.67,58.12,62.13,Low,2026-08-31 18:00:00
SC000078431,CUS00019608,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4442,44.42,65.84,41.05,45.75,69.67,58.12,52.12,Do not prioritize,2026-08-31 18:00:00
SC000078432,CUS00019608,2026-08-31,P009,sge_propensity_logreg,v3.0,0.7885,78.85,65.84,59.43,45.75,69.67,58.12,64.41,Low,2026-08-31 18:00:00
SC000078433,CUS00019609,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2487,24.87,25.2,31.1,28.06,74.67,78.54,37.01,Do not prioritize,2026-08-31 18:00:00
SC000078434,CUS00019609,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1561,15.61,25.2,24.85,28.06,74.67,78.54,33.44,Do not prioritize,2026-08-31 18:00:00
SC000078435,CUS00019609,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6162,61.62,25.2,61.1,28.06,74.67,78.54,52.19,Do not prioritize,2026-08-31 18:00:00
SC000078436,CUS00019609,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2294,22.94,25.2,37.97,28.06,74.67,78.54,37.9,Do not prioritize,2026-08-31 18:00:00
SC000078437,CUS00019610,2026-08-31,P001,sge_propensity_logreg,v3.0,0.7717,77.17,38.29,56.59,54.94,78.33,61.67,60.51,Low,2026-08-31 18:00:00
SC000078438,CUS00019610,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3739,37.39,38.29,38.34,54.94,86.33,61.67,47.71,Do not prioritize,2026-08-31 18:00:00
SC000078439,CUS00019610,2026-08-31,P007,sge_propensity_logreg,v3.0,0.367,36.7,38.29,38.34,54.94,86.33,61.67,47.54,Do not prioritize,2026-08-31 18:00:00
SC000078440,CUS00019610,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3495,34.95,38.29,37.66,54.94,86.33,61.67,46.97,Do not prioritize,2026-08-31 18:00:00
SC000078441,CUS00019611,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5968,59.68,76.36,47.02,30.91,74.67,70.83,58.78,Do not prioritize,2026-08-31 18:00:00
SC000078442,CUS00019611,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5107,51.07,76.36,47.52,30.91,74.67,70.83,56.73,Do not prioritize,2026-08-31 18:00:00
SC000078443,CUS00019611,2026-08-31,P007,sge_propensity_logreg,v3.0,0.7312,73.12,76.36,60.02,30.91,74.67,70.83,64.74,Low,2026-08-31 18:00:00
SC000078444,CUS00019611,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5154,51.54,76.36,46.83,30.91,74.67,70.83,56.71,Do not prioritize,2026-08-31 18:00:00
SC000078445,CUS00019612,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3996,39.96,56.9,45.26,32.67,74.67,61.88,48.98,Do not prioritize,2026-08-31 18:00:00
SC000078446,CUS00019612,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6965,69.65,56.9,69.01,32.67,74.67,61.88,61.15,Low,2026-08-31 18:00:00
SC000078447,CUS00019612,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6274,62.74,56.9,62.76,32.67,74.67,61.88,58.17,Do not prioritize,2026-08-31 18:00:00
SC000078448,CUS00019612,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5018,50.18,56.9,56.2,32.67,74.67,61.88,53.72,Do not prioritize,2026-08-31 18:00:00
SC000078449,CUS00019613,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6991,69.91,91.86,59.84,61.6,98.0,58.12,72.67,Medium,2026-08-31 18:00:00
SC000078450,CUS00019613,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6969,69.69,91.86,66.59,61.6,98.0,58.12,73.96,Medium,2026-08-31 18:00:00
SC000078451,CUS00019613,2026-08-31,P007,sge_propensity_logreg,v3.0,0.7221,72.21,91.86,66.59,61.6,98.0,58.12,74.59,Medium,2026-08-31 18:00:00
SC000078452,CUS00019613,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4731,47.31,91.86,53.59,61.6,98.0,58.12,65.77,Low,2026-08-31 18:00:00
SC000078453,CUS00019614,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4487,44.87,39.78,34.22,32.67,74.67,78.12,46.2,Do not prioritize,2026-08-31 18:00:00
SC000078454,CUS00019614,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2386,23.86,39.78,25.47,32.67,74.67,78.12,39.19,Do not prioritize,2026-08-31 18:00:00
SC000078455,CUS00019614,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3669,36.69,39.78,38.47,32.67,74.67,78.12,45.0,Do not prioritize,2026-08-31 18:00:00
SC000078456,CUS00019614,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3379,33.79,39.78,37.79,32.67,74.67,78.12,44.14,Do not prioritize,2026-08-31 18:00:00
SC000078457,CUS00019615,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2513,25.13,33.13,31.45,9.57,74.67,62.5,34.35,Do not prioritize,2026-08-31 18:00:00
SC000078458,CUS00019615,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2425,24.25,33.13,35.95,9.57,74.67,62.5,35.03,Do not prioritize,2026-08-31 18:00:00
SC000078459,CUS00019615,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2301,23.01,33.13,35.95,9.57,74.67,62.5,34.72,Do not prioritize,2026-08-31 18:00:00
SC000078460,CUS00019615,2026-08-31,P009,sge_propensity_logreg,v3.0,0.199,19.9,33.13,35.07,9.57,74.67,62.5,33.77,Do not prioritize,2026-08-31 18:00:00
SC000078461,CUS00019616,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3769,37.69,33.68,70.56,44.4,98.0,58.75,52.61,Do not prioritize,2026-08-31 18:00:00
SC000078462,CUS00019616,2026-08-31,P004,sge_propensity_logreg,v3.0,0.8202,82.02,33.68,87.31,44.4,90.0,58.75,66.24,Low,2026-08-31 18:00:00
SC000078463,CUS00019616,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3615,36.15,33.68,62.31,44.4,98.0,58.75,50.57,Do not prioritize,2026-08-31 18:00:00
SC000078464,CUS00019616,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3421,34.21,33.68,61.63,44.4,98.0,58.75,49.95,Do not prioritize,2026-08-31 18:00:00
SC000078465,CUS00019617,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3558,35.58,71.63,56.02,12.7,74.67,62.5,50.05,Do not prioritize,2026-08-31 18:00:00
SC000078466,CUS00019617,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2319,23.19,71.63,28.52,12.7,74.67,62.5,41.45,Do not prioritize,2026-08-31 18:00:00
SC000078467,CUS00019617,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3895,38.95,71.63,45.52,12.7,74.67,62.5,48.79,Do not prioritize,2026-08-31 18:00:00
SC000078468,CUS00019617,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2658,26.58,71.63,38.39,12.7,74.67,62.5,44.27,Do not prioritize,2026-08-31 18:00:00
SC000078469,CUS00019618,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3221,32.21,53.54,22.7,23.31,38.0,39.38,34.54,Do not prioritize,2026-08-31 18:00:00
SC000078470,CUS00019618,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5547,55.47,53.54,35.2,23.31,38.0,39.38,42.85,Do not prioritize,2026-08-31 18:00:00
SC000078471,CUS00019618,2026-08-31,P007,sge_propensity_logreg,v3.0,0.7555,75.55,53.54,47.7,23.31,34.0,39.38,49.97,Do not prioritize,2026-08-31 18:00:00
SC000078472,CUS00019618,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2888,28.88,53.54,21.45,23.31,38.0,39.38,33.45,Do not prioritize,2026-08-31 18:00:00
SC000078473,CUS00019619,2026-08-31,P001,sge_propensity_logreg,v3.0,0.8693,86.93,93.27,54.39,64.11,78.33,80.21,76.74,Medium,2026-08-31 18:00:00
SC000078474,CUS00019619,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5291,52.91,93.27,29.39,64.11,78.33,80.21,63.23,Low,2026-08-31 18:00:00
SC000078475,CUS00019619,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4517,45.17,93.27,30.64,64.11,78.33,80.21,61.54,Low,2026-08-31 18:00:00
SC000078476,CUS00019619,2026-08-31,P009,sge_propensity_logreg,v3.0,0.8939,89.39,93.27,56.89,64.11,78.33,80.21,77.85,Medium,2026-08-31 18:00:00
SC000078477,CUS00019620,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2842,28.42,42.97,22.35,44.94,74.67,65.62,40.94,Do not prioritize,2026-08-31 18:00:00
SC000078478,CUS00019620,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2564,25.64,42.97,26.1,44.94,70.67,65.62,40.59,Do not prioritize,2026-08-31 18:00:00
SC000078479,CUS00019620,2026-08-31,P007,sge_propensity_logreg,v3.0,0.392,39.2,42.97,39.1,44.94,74.67,65.62,46.98,Do not prioritize,2026-08-31 18:00:00
SC000078480,CUS00019620,2026-08-31,P009,sge_propensity_logreg,v3.0,0.364,36.4,42.97,38.41,44.94,74.67,65.62,46.15,Do not prioritize,2026-08-31 18:00:00
SC000078481,CUS00019621,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5716,57.16,58.37,72.75,74.09,98.0,56.25,67.05,Low,2026-08-31 18:00:00
SC000078482,CUS00019621,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5501,55.01,58.37,64.5,74.09,98.0,56.25,64.86,Low,2026-08-31 18:00:00
SC000078483,CUS00019621,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5567,55.67,58.37,64.5,74.09,98.0,56.25,65.03,Low,2026-08-31 18:00:00
SC000078484,CUS00019621,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5509,55.09,58.37,63.81,74.09,98.0,56.25,64.75,Low,2026-08-31 18:00:00
SC000078485,CUS00019622,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3746,37.46,51.52,49.71,38.46,58.0,34.38,44.62,Do not prioritize,2026-08-31 18:00:00
SC000078486,CUS00019622,2026-08-31,P004,sge_propensity_logreg,v3.0,0.394,39.4,51.52,40.71,38.46,58.0,34.38,43.3,Do not prioritize,2026-08-31 18:00:00
SC000078487,CUS00019622,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2936,29.36,51.52,29.71,38.46,58.0,34.38,38.59,Do not prioritize,2026-08-31 18:00:00
SC000078488,CUS00019622,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6004,60.04,51.52,46.21,38.46,58.0,34.38,49.56,Do not prioritize,2026-08-31 18:00:00
SC000078489,CUS00019623,2026-08-31,P001,sge_propensity_logreg,v3.0,0.7055,70.55,72.73,67.48,64.49,86.33,59.38,69.92,Low,2026-08-31 18:00:00
SC000078490,CUS00019623,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6105,61.05,72.73,52.98,64.49,86.33,59.38,64.65,Low,2026-08-31 18:00:00
SC000078491,CUS00019623,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6261,62.61,72.73,52.98,64.49,86.33,59.38,65.04,Low,2026-08-31 18:00:00
SC000078492,CUS00019623,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6207,62.07,72.73,52.29,64.49,86.33,59.38,64.77,Low,2026-08-31 18:00:00
SC000078493,CUS00019624,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4083,40.83,45.39,40.38,68.18,98.0,68.75,54.26,Do not prioritize,2026-08-31 18:00:00
SC000078494,CUS00019624,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3536,35.36,45.39,44.13,68.18,98.0,68.75,53.65,Do not prioritize,2026-08-31 18:00:00
SC000078495,CUS00019624,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4954,49.54,45.39,57.13,68.18,98.0,68.75,59.79,Do not prioritize,2026-08-31 18:00:00
SC000078496,CUS00019624,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2463,24.63,45.39,44.13,68.18,98.0,68.75,50.96,Do not prioritize,2026-08-31 18:00:00
SC000078497,CUS00019625,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5052,50.52,33.74,56.68,23.76,38.0,40.62,42.14,Do not prioritize,2026-08-31 18:00:00
SC000078498,CUS00019625,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4086,40.86,33.74,29.18,23.76,38.0,40.62,34.22,Do not prioritize,2026-08-31 18:00:00
SC000078499,CUS00019625,2026-08-31,P007,sge_propensity_logreg,v3.0,0.208,20.8,33.74,16.68,23.76,38.0,40.62,26.71,Do not prioritize,2026-08-31 18:00:00
SC000078500,CUS00019625,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1593,15.93,33.74,15.43,23.76,38.0,40.62,25.24,Do not prioritize,2026-08-31 18:00:00
SC000078501,CUS00019626,2026-08-31,P001,sge_propensity_logreg,v3.0,0.7521,75.21,84.31,65.54,51.27,98.0,65.0,72.76,Medium,2026-08-31 18:00:00
SC000078502,CUS00019626,2026-08-31,P004,sge_propensity_logreg,v3.0,0.7088,70.88,84.31,72.79,51.27,98.0,65.0,73.13,Medium,2026-08-31 18:00:00
SC000078503,CUS00019626,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4506,45.06,84.31,54.29,51.27,98.0,65.0,62.98,Low,2026-08-31 18:00:00
SC000078504,CUS00019626,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4208,42.08,84.31,53.04,51.27,98.0,65.0,61.98,Low,2026-08-31 18:00:00
SC000078505,CUS00019627,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2959,29.59,26.75,56.12,48.85,69.67,35.0,41.77,Do not prioritize,2026-08-31 18:00:00
SC000078506,CUS00019627,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2878,28.78,26.75,50.12,48.85,69.67,35.0,40.36,Do not prioritize,2026-08-31 18:00:00
SC000078507,CUS00019627,2026-08-31,P007,sge_propensity_logreg,v3.0,0.1775,17.75,26.75,36.12,48.85,69.67,35.0,34.81,Do not prioritize,2026-08-31 18:00:00
SC000078508,CUS00019627,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5798,57.98,26.75,57.37,48.85,65.67,35.0,48.71,Do not prioritize,2026-08-31 18:00:00
SC000078509,CUS00019628,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5931,59.31,72.67,55.51,28.79,74.67,58.75,58.12,Do not prioritize,2026-08-31 18:00:00
SC000078510,CUS00019628,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6256,62.56,72.67,40.51,28.79,74.67,58.75,55.94,Do not prioritize,2026-08-31 18:00:00
SC000078511,CUS00019628,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5394,53.94,72.67,41.01,28.79,74.67,58.75,53.88,Do not prioritize,2026-08-31 18:00:00
SC000078512,CUS00019628,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5139,51.39,72.67,40.32,28.79,74.67,58.75,53.11,Do not prioritize,2026-08-31 18:00:00
SC000078513,CUS00019629,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5655,56.55,62.48,48.09,51.77,86.33,71.88,59.84,Do not prioritize,2026-08-31 18:00:00
SC000078514,CUS00019629,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5508,55.08,62.48,43.59,51.77,86.33,71.88,58.57,Do not prioritize,2026-08-31 18:00:00
SC000078515,CUS00019629,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6155,61.55,62.48,46.84,51.77,86.33,71.88,60.84,Low,2026-08-31 18:00:00
SC000078516,CUS00019629,2026-08-31,P009,sge_propensity_logreg,v3.0,0.277,27.7,62.48,26.84,51.77,86.33,71.88,48.38,Do not prioritize,2026-08-31 18:00:00
SC000078517,CUS00019630,2026-08-31,P001,sge_propensity_logreg,v3.0,0.8611,86.11,58.99,90.23,76.26,98.0,70.83,79.69,Medium,2026-08-31 18:00:00
SC000078518,CUS00019630,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6096,60.96,58.99,66.98,76.26,98.0,70.83,68.76,Low,2026-08-31 18:00:00
SC000078519,CUS00019630,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3664,36.64,58.99,51.48,76.26,98.0,70.83,59.58,Do not prioritize,2026-08-31 18:00:00
SC000078520,CUS00019630,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6732,67.32,58.99,66.61,76.26,98.0,70.83,70.27,Medium,2026-08-31 18:00:00
SC000078521,CUS00019631,2026-08-31,P001,sge_propensity_logreg,v3.0,0.8084,80.84,70.65,40.75,61.63,41.67,35.0,59.4,Do not prioritize,2026-08-31 18:00:00
SC000078522,CUS00019631,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4167,41.67,70.65,15.75,61.63,49.67,35.0,45.41,Do not prioritize,2026-08-31 18:00:00
SC000078523,CUS00019631,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5975,59.75,70.65,24.25,61.63,49.67,35.0,51.63,Do not prioritize,2026-08-31 18:00:00
SC000078524,CUS00019631,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6833,68.33,70.65,29.44,61.63,49.67,35.0,54.81,Do not prioritize,2026-08-31 18:00:00
SC000078525,CUS00019632,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4697,46.97,54.6,70.13,37.16,66.33,56.25,54.52,Do not prioritize,2026-08-31 18:00:00
SC000078526,CUS00019632,2026-08-31,P004,sge_propensity_logreg,v3.0,0.438,43.8,54.6,59.63,37.16,66.33,56.25,51.63,Do not prioritize,2026-08-31 18:00:00
SC000078527,CUS00019632,2026-08-31,P007,sge_propensity_logreg,v3.0,0.49,49.0,54.6,59.63,37.16,66.33,56.25,52.93,Do not prioritize,2026-08-31 18:00:00
SC000078528,CUS00019632,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4408,44.08,54.6,58.75,37.16,66.33,56.25,51.52,Do not prioritize,2026-08-31 18:00:00
SC000078529,CUS00019633,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4241,42.41,39.75,31.58,62.41,86.33,68.75,49.74,Do not prioritize,2026-08-31 18:00:00
SC000078530,CUS00019633,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2836,28.36,39.75,25.33,62.41,86.33,68.75,44.98,Do not prioritize,2026-08-31 18:00:00
SC000078531,CUS00019633,2026-08-31,P007,sge_propensity_logreg,v3.0,0.1945,19.45,39.75,26.58,62.41,86.33,68.75,43.0,Do not prioritize,2026-08-31 18:00:00
SC000078532,CUS00019633,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5348,53.48,39.75,44.96,62.41,86.33,68.75,55.18,Do not prioritize,2026-08-31 18:00:00
SC000078533,CUS00019634,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2898,28.98,22.72,48.25,35.44,78.0,37.5,38.3,Do not prioritize,2026-08-31 18:00:00
SC000078534,CUS00019634,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2524,25.24,22.72,54.25,35.44,78.0,37.5,38.57,Do not prioritize,2026-08-31 18:00:00
SC000078535,CUS00019634,2026-08-31,P007,sge_propensity_logreg,v3.0,0.1717,17.17,22.72,43.25,35.44,78.0,37.5,34.35,Do not prioritize,2026-08-31 18:00:00
SC000078536,CUS00019634,2026-08-31,P009,sge_propensity_logreg,v3.0,0.422,42.2,22.72,59.75,35.44,74.0,37.5,43.51,Do not prioritize,2026-08-31 18:00:00
SC000078537,CUS00019635,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2622,26.22,19.44,69.58,19.51,86.33,38.75,39.79,Do not prioritize,2026-08-31 18:00:00
SC000078538,CUS00019635,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2462,24.62,19.44,59.08,19.51,86.33,38.75,37.29,Do not prioritize,2026-08-31 18:00:00
SC000078539,CUS00019635,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3209,32.09,19.44,65.33,19.51,86.33,38.75,40.41,Do not prioritize,2026-08-31 18:00:00
SC000078540,CUS00019635,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2057,20.57,19.44,58.2,19.51,86.33,38.75,36.11,Do not prioritize,2026-08-31 18:00:00
SC000078541,CUS00019636,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4465,44.65,41.56,58.9,61.66,86.33,65.62,55.7,Do not prioritize,2026-08-31 18:00:00
SC000078542,CUS00019636,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2959,29.59,41.56,37.65,61.66,86.33,65.62,47.68,Do not prioritize,2026-08-31 18:00:00
SC000078543,CUS00019636,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4187,41.87,41.56,50.65,61.66,86.33,65.62,53.35,Do not prioritize,2026-08-31 18:00:00
SC000078544,CUS00019636,2026-08-31,P009,sge_propensity_logreg,v3.0,0.191,19.1,41.56,37.65,61.66,86.33,65.62,45.06,Do not prioritize,2026-08-31 18:00:00
SC000078545,CUS00019637,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4718,47.18,74.23,34.15,30.99,74.67,61.25,51.71,Do not prioritize,2026-08-31 18:00:00
SC000078546,CUS00019637,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3587,35.87,74.23,27.9,30.99,74.67,61.25,47.63,Do not prioritize,2026-08-31 18:00:00
SC000078547,CUS00019637,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4921,49.21,74.23,41.65,30.99,74.67,61.25,53.72,Do not prioritize,2026-08-31 18:00:00
SC000078548,CUS00019637,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6496,64.96,74.23,47.52,30.99,74.67,61.25,58.83,Do not prioritize,2026-08-31 18:00:00
SC000078549,CUS00019638,2026-08-31,P001,sge_propensity_logreg,v3.0,0.466,46.6,84.36,50.41,32.23,86.33,70.83,59.15,Do not prioritize,2026-08-31 18:00:00
SC000078550,CUS00019638,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5487,54.87,84.36,48.91,32.23,86.33,70.83,60.92,Low,2026-08-31 18:00:00
SC000078551,CUS00019638,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5977,59.77,84.36,52.91,32.23,82.33,70.83,62.55,Low,2026-08-31 18:00:00
SC000078552,CUS00019638,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6051,60.51,84.36,48.78,32.23,86.33,70.83,62.31,Low,2026-08-31 18:00:00
