deposit_id,customer_id,open_date,maturity_date,deposit_type,term_months,currency,principal_amount,current_balance,interest_rate,auto_renew_flag,early_withdraw_flag,deposit_status,total_deposit_balance,deposit_count,maturity_30d_amount,maturity_60d_amount,days_to_nearest_maturity
DEP000009911,CUS00019263,2026-07-25,2027-01-21,TERM,6,VND,21045566.79,21814424.81,3.624,True,True,ACTIVE,21814424.81,1,0.0,0.0,143
DEP000009912,CUS00019264,2026-08-18,2026-09-17,TERM,1,VND,1178416679.32,1226097754.46,5.629,True,False,MATURING_SOON,1226097754.46,1,1178416679.32,1178416679.32,17
DEP000009913,CUS00019265,2025-03-17,2026-09-08,FLEXI,18,VND,473470976.91,489440964.11,5.256,False,False,MATURING_SOON,489440964.11,1,473470976.91,473470976.91,8
DEP000009914,CUS00019267,2026-04-05,2026-10-02,TERM,6,VND,198931603.23,199370245.86,6.031,False,False,ACTIVE,199370245.86,1,0.0,198931603.23,32
DEP000009915,CUS00019270,2025-04-27,2027-04-17,TERM,24,VND,131434906.22,137642039.02,5.686,True,True,ACTIVE,137642039.02,1,0.0,0.0,229
DEP000009916,CUS00019273,2026-08-06,2026-09-05,TERM,1,VND,8511473.19,8707716.37,3.685,True,False,MATURING_SOON,8707716.37,1,8511473.19,8511473.19,5
DEP000009917,CUS00019276,2026-05-29,2026-08-27,FLEXI,3,VND,440273846.1,0.0,4.094,True,False,MATURED,0.0,1,0.0,0.0,
DEP000009918,CUS00019277,2025-05-31,2027-05-21,FLEXI,24,VND,216194388.44,217623929.35,4.911,False,False,ACTIVE,614552752.01,2,395279916.21,395279916.21,3
DEP000009919,CUS00019277,2025-03-12,2026-09-03,TERM,18,VND,395279916.21,396928822.66,5.361,True,False,MATURING_SOON,614552752.01,2,395279916.21,395279916.21,3
DEP000009920,CUS00019280,2026-08-05,2026-09-04,FLEXI,1,VND,284360361.42,291975939.95,5.077,False,False,MATURING_SOON,291975939.95,1,284360361.42,284360361.42,4
DEP000009921,CUS00019281,2025-12-01,2026-11-26,TERM,12,VND,42566002.06,43127221.82,4.57,True,False,ACTIVE,43127221.82,1,0.0,0.0,87
DEP000009922,CUS00019282,2026-05-22,2027-05-17,FLEXI,12,VND,338845692.56,350040699.04,3.899,True,False,ACTIVE,350040699.04,2,0.0,0.0,259
DEP000009923,CUS00019282,2026-06-27,2026-07-27,TERM,1,VND,259833971.82,0.0,6.16,True,False,WITHDRAWN,350040699.04,2,0.0,0.0,259
DEP000009924,CUS00019286,2026-06-16,2026-09-14,TERM,3,VND,629906296.81,656549118.85,4.983,False,False,MATURING_SOON,893622429.02,2,629906296.81,629906296.81,14
DEP000009925,CUS00019286,2026-06-30,2026-07-30,TERM,1,VND,235991273.55,237073310.17,3.786,False,False,ROLLED_OVER,893622429.02,2,629906296.81,629906296.81,14
DEP000009926,CUS00019287,2026-07-14,2027-04-10,TERM,9,VND,3072179596.93,3133017389.08,4.676,False,True,ACTIVE,3133017389.08,1,0.0,0.0,222
DEP000009927,CUS00019288,2025-08-14,2027-08-04,TERM,24,VND,69344064.27,70519627.11,4.417,False,False,ACTIVE,70519627.11,1,0.0,0.0,338
DEP000009928,CUS00019291,2026-06-27,2027-03-24,TERM,9,VND,28340483.92,28564816.88,5.436,True,True,ACTIVE,114929978.89,2,0.0,0.0,205
DEP000009929,CUS00019291,2026-07-24,2026-08-23,TERM,1,VND,85002198.52,86365162.01,5.251,False,False,ROLLED_OVER,114929978.89,2,0.0,0.0,205
DEP000009930,CUS00019295,2025-02-12,2026-08-06,TERM,18,VND,18872089.38,0.0,4.165,True,False,MATURED,0.0,1,0.0,0.0,
DEP000009931,CUS00019298,2026-07-27,2026-08-26,TERM,1,VND,53258769.77,0.0,4.265,False,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000009932,CUS00019301,2025-01-09,2026-12-30,TERM,24,VND,63564388.97,66017960.83,4.564,False,False,ACTIVE,66017960.83,1,0.0,0.0,121
DEP000009933,CUS00019302,2026-06-30,2028-06-19,TERM,24,VND,1380009093.52,1411889870.81,3.715,False,False,ACTIVE,1411889870.81,1,0.0,0.0,658
DEP000009934,CUS00019304,2026-03-30,2027-03-25,TERM,12,VND,221284402.79,227987021.29,3.953,True,False,ACTIVE,411483344.99,2,0.0,0.0,206
DEP000009935,CUS00019304,2026-06-23,2027-06-18,TERM,12,VND,181463565.4,183496323.7,5.248,False,False,ACTIVE,411483344.99,2,0.0,0.0,206
DEP000009936,CUS00019305,2026-07-16,2026-10-14,TERM,3,VND,458025760.68,468595796.06,3.564,True,False,ACTIVE,468595796.06,1,0.0,458025760.68,44
DEP000009937,CUS00019306,2025-12-29,2026-09-25,TERM,9,VND,124998528.45,126632948.13,5.956,False,False,MATURING_SOON,186699811.05,2,184168187.44,184168187.44,22
DEP000009938,CUS00019306,2025-09-27,2026-09-22,TERM,12,VND,59169658.99,60066862.92,5.27,True,False,MATURING_SOON,186699811.05,2,184168187.44,184168187.44,22
DEP000009939,CUS00019307,2026-07-07,2026-10-05,TERM,3,VND,201984509.75,211657051.96,3.67,True,False,ACTIVE,211657051.96,1,0.0,201984509.75,35
DEP000009940,CUS00019308,2026-08-21,2027-05-18,TERM,9,VND,153550772.6,157058819.56,5.597,False,False,ACTIVE,328257207.83,2,168241457.04,168241457.04,2
DEP000009941,CUS00019308,2025-09-07,2026-09-02,FLEXI,12,VND,168241457.04,171198388.27,5.929,True,False,MATURING_SOON,328257207.83,2,168241457.04,168241457.04,2
DEP000009942,CUS00019317,2025-08-30,2026-08-25,TERM,12,VND,21523889.23,0.0,4.396,False,False,MATURED,0.0,1,0.0,0.0,
DEP000009943,CUS00019318,2026-05-27,2028-05-16,TERM,24,VND,30903099.96,31851813.15,3.986,False,False,ACTIVE,31851813.15,1,0.0,0.0,624
DEP000009944,CUS00019319,2026-07-10,2026-08-09,TERM,1,VND,334569978.88,337184604.97,4.251,True,False,ROLLED_OVER,337184604.97,1,0.0,0.0,
DEP000009945,CUS00019321,2025-12-23,2026-09-19,TERM,9,VND,41746640.54,41857049.8,4.724,True,False,MATURING_SOON,41857049.8,1,41746640.54,41746640.54,19
DEP000009946,CUS00019322,2025-04-05,2027-03-26,TERM,24,VND,261984838.09,263681427.83,6.142,False,False,ACTIVE,263681427.83,1,0.0,0.0,207
DEP000009947,CUS00019323,2026-07-24,2027-07-19,TERM,12,VND,8826397.95,9072139.07,4.393,False,False,ACTIVE,9072139.07,1,0.0,0.0,322
DEP000009948,CUS00019325,2025-04-01,2026-09-23,TERM,18,VND,77172193.64,77508358.46,4.061,True,True,MATURING_SOON,257471088.37,2,250180506.05,250180506.05,6
DEP000009949,CUS00019325,2026-03-10,2026-09-06,TERM,6,VND,173008312.41,179962729.91,3.574,True,False,MATURING_SOON,257471088.37,2,250180506.05,250180506.05,6
DEP000009950,CUS00019327,2026-08-13,2026-11-11,TERM,3,VND,28506330.02,29136792.49,5.099,True,True,ACTIVE,29136792.49,1,0.0,0.0,72
DEP000009951,CUS00019331,2026-04-23,2026-10-20,TERM,6,VND,1058294264.37,1066201122.76,4.075,False,False,ACTIVE,3140039922.71,2,0.0,1058294264.37,50
DEP000009952,CUS00019331,2026-01-04,2026-12-30,TERM,12,VND,2014986439.27,2073838799.94,4.995,True,False,ACTIVE,3140039922.71,2,0.0,1058294264.37,50
DEP000009953,CUS00019333,2026-01-04,2026-12-30,TERM,12,VND,6235916.76,6269809.38,4.76,True,False,ACTIVE,23102791.96,2,16434502.04,16434502.04,6
DEP000009954,CUS00019333,2026-08-07,2026-09-06,TERM,1,VND,16434502.04,16832982.57,3.968,True,False,MATURING_SOON,23102791.96,2,16434502.04,16434502.04,6
DEP000009955,CUS00019335,2026-05-09,2027-10-31,TERM,18,VND,135088085.77,136159944.74,5.764,True,False,ACTIVE,136159944.74,1,0.0,0.0,426
DEP000009956,CUS00019337,2025-07-15,2027-07-05,TERM,24,VND,143019603.38,149568345.17,4.831,False,False,ACTIVE,149568345.17,1,0.0,0.0,308
DEP000009957,CUS00019339,2025-09-24,2026-09-19,TERM,12,VND,56576420.18,57722554.74,5.781,True,False,MATURING_SOON,57722554.74,1,56576420.18,56576420.18,19
DEP000009958,CUS00019340,2026-08-05,2026-09-04,TERM,1,VND,149072651.93,149189614.72,5.107,True,False,MATURING_SOON,149189614.72,1,149072651.93,149072651.93,4
DEP000009959,CUS00019342,2026-02-09,2026-08-08,TERM,6,VND,189235884.79,0.0,5.668,True,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000009960,CUS00019344,2026-08-18,2026-09-17,TERM,1,VND,173343381.22,176811109.36,4.813,True,False,MATURING_SOON,176811109.36,1,173343381.22,173343381.22,17
DEP000009961,CUS00019349,2024-08-31,2026-08-21,TERM,24,VND,18247735.88,0.0,6.003,True,False,MATURED,0.0,1,0.0,0.0,
DEP000009962,CUS00019350,2026-08-02,2028-01-24,FLEXI,18,VND,129457159.98,132328510.56,5.11,True,False,ACTIVE,132328510.56,1,0.0,0.0,511
DEP000009963,CUS00019355,2026-05-10,2026-08-08,FLEXI,3,VND,253439430.41,258373899.37,4.786,True,False,ROLLED_OVER,648146214.42,2,0.0,0.0,554
DEP000009964,CUS00019355,2026-03-18,2028-03-07,TERM,24,VND,371827429.29,389772315.06,4.003,True,False,ACTIVE,648146214.42,2,0.0,0.0,554
DEP000009965,CUS00019356,2025-08-26,2027-02-17,TERM,18,VND,36258009.32,36824715.94,5.664,True,False,ACTIVE,36824715.94,1,0.0,0.0,170
DEP000009966,CUS00019357,2026-06-30,2026-07-30,TERM,1,VND,69975682.3,0.0,5.379,True,False,MATURED,246839848.71,2,0.0,0.0,87
DEP000009967,CUS00019357,2026-05-30,2026-11-26,FLEXI,6,VND,243425697.66,246839848.71,5.223,True,False,ACTIVE,246839848.71,2,0.0,0.0,87
DEP000009968,CUS00019358,2026-02-26,2028-02-16,TERM,24,VND,175501293.75,176032334.23,5.217,False,True,ACTIVE,176032334.23,1,0.0,0.0,534
DEP000009969,CUS00019359,2025-08-21,2026-08-16,TERM,12,VND,530535398.02,0.0,5.458,False,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000009970,CUS00019361,2026-03-17,2026-09-13,TERM,6,VND,98586437.16,102072125.11,4.104,False,False,MATURING_SOON,102072125.11,1,98586437.16,98586437.16,13
DEP000009971,CUS00019364,2024-09-20,2026-09-10,TERM,24,VND,174046585.96,181037458.46,5.788,False,False,MATURING_SOON,563471820.13,2,174046585.96,547282688.59,10
DEP000009972,CUS00019364,2026-07-29,2026-10-27,FLEXI,3,VND,373236102.63,382434361.67,4.183,True,False,ACTIVE,563471820.13,2,174046585.96,547282688.59,10
DEP000009973,CUS00019367,2025-12-15,2026-12-10,TERM,12,VND,1102588725.33,1133170926.77,4.392,True,False,ACTIVE,3625073868.44,2,0.0,0.0,101
DEP000009974,CUS00019367,2026-07-18,2026-08-17,TERM,1,VND,2391681971.03,2491902941.67,3.969,True,False,ROLLED_OVER,3625073868.44,2,0.0,0.0,101
DEP000009975,CUS00019368,2026-05-05,2026-11-01,TERM,6,VND,256811574.5,268635768.22,6.078,True,False,ACTIVE,268635768.22,1,0.0,0.0,62
DEP000009976,CUS00019371,2026-03-31,2026-09-27,TERM,6,VND,637163222.15,659617514.16,5.273,True,False,MATURING_SOON,659617514.16,1,637163222.15,637163222.15,27
DEP000009977,CUS00019373,2026-04-24,2027-04-19,TERM,12,VND,1047908122.24,1058878728.12,5.94,True,True,ACTIVE,1058878728.12,1,0.0,0.0,231
DEP000009978,CUS00019377,2026-08-02,2028-01-24,TERM,18,VND,85452521.32,86403313.05,4.98,True,False,ACTIVE,419536028.61,2,0.0,0.0,511
DEP000009979,CUS00019377,2026-07-15,2026-08-14,TERM,1,VND,322541074.01,333132715.57,4.227,True,False,ROLLED_OVER,419536028.61,2,0.0,0.0,511
DEP000009980,CUS00019381,2025-09-14,2026-09-09,TERM,12,VND,161292289.11,167371017.11,6.133,False,False,MATURING_SOON,167371017.11,1,161292289.11,161292289.11,9
DEP000009981,CUS00019383,2025-09-24,2026-09-19,TERM,12,VND,337841380.49,346875317.14,5.693,False,False,MATURING_SOON,346875317.14,1,337841380.49,337841380.49,19
DEP000009982,CUS00019384,2026-06-24,2026-07-24,TERM,1,VND,127590963.95,0.0,4.222,False,False,MATURED,96032938.39,2,92144637.54,92144637.54,21
DEP000009983,CUS00019384,2025-12-25,2026-09-21,TERM,9,VND,92144637.54,96032938.39,5.937,True,False,MATURING_SOON,96032938.39,2,92144637.54,92144637.54,21
DEP000009984,CUS00019388,2026-08-08,2027-05-05,TERM,9,VND,1440117429.35,1505699981.76,3.912,False,False,ACTIVE,1505699981.76,1,0.0,0.0,247
DEP000009985,CUS00019389,2026-02-01,2027-07-26,FLEXI,18,VND,159846984.24,160816384.79,3.806,True,False,ACTIVE,160816384.79,1,0.0,0.0,329
DEP000009986,CUS00019395,2025-12-17,2026-12-12,FLEXI,12,VND,1077092283.71,1079949759.37,4.448,True,False,ACTIVE,1079949759.37,1,0.0,0.0,103
DEP000009987,CUS00019396,2026-03-24,2027-03-19,TERM,12,VND,26436199.9,27284440.2,4.175,False,True,ACTIVE,43545529.7,2,15632502.9,15632502.9,10
DEP000009988,CUS00019396,2026-08-11,2026-09-10,TERM,1,VND,15632502.9,16261089.5,4.417,False,False,MATURING_SOON,43545529.7,2,15632502.9,15632502.9,10
DEP000009989,CUS00019398,2026-04-11,2027-10-03,FLEXI,18,VND,51461345.01,52456521.72,5.361,True,False,ACTIVE,52456521.72,1,0.0,0.0,398
DEP000009990,CUS00019401,2026-02-15,2027-08-09,TERM,18,VND,198827589.02,208020347.0,5.328,False,False,ACTIVE,1081029582.61,2,0.0,0.0,234
DEP000009991,CUS00019401,2026-07-26,2027-04-22,FLEXI,9,VND,838666914.44,873009235.61,4.113,True,False,ACTIVE,1081029582.61,2,0.0,0.0,234
DEP000009992,CUS00019403,2026-05-16,2026-11-12,TERM,6,VND,150768089.12,153486569.42,4.889,True,False,ACTIVE,193964414.88,2,39749894.42,39749894.42,20
DEP000009993,CUS00019403,2025-12-24,2026-09-20,FLEXI,9,VND,39749894.42,40477845.46,5.135,True,False,MATURING_SOON,193964414.88,2,39749894.42,39749894.42,20
DEP000009994,CUS00019406,2026-03-17,2026-09-13,FLEXI,6,VND,22885058.61,23459163.86,5.092,True,False,MATURING_SOON,23459163.86,1,22885058.61,22885058.61,13
DEP000009995,CUS00019410,2025-08-01,2027-01-23,TERM,18,VND,487212305.02,494865617.6,5.361,True,False,ACTIVE,494865617.6,1,0.0,0.0,145
DEP000009996,CUS00019411,2026-06-27,2026-07-27,TERM,1,VND,45882465.78,0.0,4.975,False,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000009997,CUS00019415,2025-04-08,2027-03-29,TERM,24,VND,23985549.2,24849726.2,5.696,True,True,ACTIVE,24849726.2,1,0.0,0.0,210
DEP000009998,CUS00019417,2026-07-24,2027-04-20,TERM,9,VND,26837244.42,27960986.72,5.341,True,False,ACTIVE,27960986.72,1,0.0,0.0,232
DEP000009999,CUS00019423,2025-11-29,2026-08-26,TERM,9,VND,92993515.17,0.0,4.373,True,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000010000,CUS00019424,2026-05-15,2027-05-10,TERM,12,VND,349386426.37,366372396.81,3.956,True,False,ACTIVE,366372396.81,1,0.0,0.0,252
DEP000010001,CUS00019425,2026-05-05,2026-08-03,TERM,3,VND,2422319126.9,0.0,4.696,True,True,MATURED,0.0,1,0.0,0.0,
DEP000010002,CUS00019426,2026-02-18,2026-08-17,TERM,6,VND,148960873.13,149606854.88,5.19,True,False,ROLLED_OVER,149606854.88,1,0.0,0.0,
DEP000010003,CUS00019427,2024-09-14,2026-09-04,TERM,24,VND,126763222.08,126868141.26,5.919,True,True,MATURING_SOON,126868141.26,1,126763222.08,126763222.08,4
DEP000010004,CUS00019430,2025-09-27,2027-09-17,TERM,24,VND,413969408.14,425306715.71,5.695,True,False,ACTIVE,425306715.71,1,0.0,0.0,382
DEP000010005,CUS00019431,2024-11-01,2026-10-22,FLEXI,24,VND,31131680.15,32273612.12,4.507,False,False,ACTIVE,32273612.12,1,0.0,31131680.15,52
DEP000010006,CUS00019432,2026-05-11,2026-08-09,TERM,3,VND,117880076.13,119549984.12,5.075,True,False,ROLLED_OVER,119549984.12,1,0.0,0.0,
DEP000010007,CUS00019434,2025-12-14,2026-09-10,TERM,9,VND,58125295.46,60983625.78,5.397,True,False,MATURING_SOON,183207644.88,2,58125295.46,58125295.46,10
DEP000010008,CUS00019434,2026-03-08,2027-03-03,FLEXI,12,VND,119545570.62,122224019.1,4.049,False,False,ACTIVE,183207644.88,2,58125295.46,58125295.46,10
DEP000010009,CUS00019439,2026-03-16,2026-09-12,TERM,6,VND,716513651.66,746527539.15,4.875,True,False,MATURING_SOON,746527539.15,1,716513651.66,716513651.66,12
DEP000010010,CUS00019440,2026-04-27,2026-07-26,TERM,3,VND,9997831.68,10357544.22,5.054,True,False,ROLLED_OVER,10357544.22,1,0.0,0.0,
DEP000010011,CUS00019442,2025-03-02,2026-08-24,TERM,18,VND,50001005.98,52462916.99,5.136,True,True,ROLLED_OVER,52462916.99,1,0.0,0.0,
DEP000010012,CUS00019445,2025-09-25,2026-09-20,TERM,12,VND,766221050.92,783273369.7,4.666,False,False,MATURING_SOON,783273369.7,1,766221050.92,766221050.92,20
DEP000010013,CUS00019448,2025-01-13,2027-01-03,TERM,24,VND,43926329.96,44980663.79,4.587,False,False,ACTIVE,44980663.79,1,0.0,0.0,125
DEP000010014,CUS00019450,2025-01-22,2027-01-12,TERM,24,VND,70750021.62,74276894.58,4.846,True,True,ACTIVE,74276894.58,1,0.0,0.0,134
DEP000010015,CUS00019454,2026-06-06,2026-09-04,TERM,3,VND,240706524.84,241246170.59,5.594,True,False,MATURING_SOON,241246170.59,1,240706524.84,240706524.84,4
DEP000010016,CUS00019456,2025-10-10,2026-10-05,TERM,12,VND,202488302.63,211150401.77,5.642,True,False,ACTIVE,384658884.38,2,172112928.69,374601231.32,15
DEP000010017,CUS00019456,2025-03-24,2026-09-15,TERM,18,VND,172112928.69,173508482.61,4.324,False,True,MATURING_SOON,384658884.38,2,172112928.69,374601231.32,15
DEP000010018,CUS00019462,2025-03-16,2026-09-07,TERM,18,VND,18120342.9,18222031.8,4.557,False,False,MATURING_SOON,18222031.8,1,18120342.9,18120342.9,7
DEP000010019,CUS00019468,2025-07-14,2027-01-05,TERM,18,VND,85894046.47,87156205.11,4.216,True,False,ACTIVE,87156205.11,1,0.0,0.0,127
DEP000010020,CUS00019469,2026-03-19,2026-09-15,TERM,6,VND,615018955.45,628167569.33,4.049,True,False,MATURING_SOON,1336025245.64,2,1292866867.07,1292866867.07,5
DEP000010021,CUS00019469,2026-08-06,2026-09-05,TERM,1,VND,677847911.62,707857676.3,5.231,True,False,MATURING_SOON,1336025245.64,2,1292866867.07,1292866867.07,5
DEP000010022,CUS00019476,2024-11-17,2026-11-07,TERM,24,VND,32045039.66,33127491.96,3.627,False,False,ACTIVE,33127491.96,1,0.0,0.0,68
DEP000010023,CUS00019477,2026-06-11,2027-06-06,TERM,12,VND,656033264.57,674819445.14,5.49,True,False,ACTIVE,674819445.14,1,0.0,0.0,279
DEP000010024,CUS00019478,2026-07-19,2028-07-08,FLEXI,24,VND,235922010.56,238202846.33,4.145,False,False,ACTIVE,238202846.33,1,0.0,0.0,677
DEP000010025,CUS00019482,2026-03-05,2026-11-30,TERM,9,VND,101627543.08,102300225.87,5.315,True,False,ACTIVE,102300225.87,1,0.0,0.0,91
DEP000010026,CUS00019485,2026-07-03,2026-12-30,TERM,6,VND,20634319.99,21578427.02,4.128,True,False,ACTIVE,21578427.02,1,0.0,0.0,121
DEP000010027,CUS00019487,2025-12-19,2027-06-12,TERM,18,VND,127323873.74,132059977.88,5.768,True,False,ACTIVE,132059977.88,1,0.0,0.0,285
DEP000010028,CUS00019491,2026-01-04,2026-10-01,FLEXI,9,VND,1181763100.13,1237563840.37,4.103,True,False,ACTIVE,3793874004.84,2,0.0,1181763100.13,31
DEP000010029,CUS00019491,2026-07-10,2026-08-09,FLEXI,1,VND,2441945342.95,2556310164.47,3.68,False,False,ROLLED_OVER,3793874004.84,2,0.0,1181763100.13,31
DEP000010030,CUS00019497,2026-06-25,2026-12-22,TERM,6,VND,492278917.37,492282268.78,5.41,False,False,ACTIVE,492282268.78,1,0.0,0.0,113
DEP000010031,CUS00019499,2026-07-16,2027-01-12,TERM,6,VND,541692303.99,545906836.44,3.615,True,False,ACTIVE,545906836.44,1,0.0,0.0,134
DEP000010032,CUS00019500,2025-09-27,2027-03-21,FLEXI,18,VND,90373559.7,90740694.42,4.124,True,False,ACTIVE,90740694.42,1,0.0,0.0,202
DEP000010033,CUS00019502,2026-03-05,2026-09-01,FLEXI,6,VND,694773725.63,712636298.32,5.813,True,False,MATURING_SOON,1307524757.73,2,694773725.63,694773725.63,1
DEP000010034,CUS00019502,2026-08-12,2027-02-08,TERM,6,VND,589768521.69,594888459.41,6.139,True,False,ACTIVE,1307524757.73,2,694773725.63,694773725.63,1
DEP000010035,CUS00019507,2025-05-22,2026-11-13,TERM,18,VND,65242920.48,67158636.72,5.48,True,False,ACTIVE,67158636.72,1,0.0,0.0,74
DEP000010036,CUS00019509,2026-03-03,2026-11-28,FLEXI,9,VND,434734046.07,440812481.64,6.05,False,False,ACTIVE,440812481.64,1,0.0,0.0,89
DEP000010037,CUS00019510,2026-04-16,2026-10-13,TERM,6,VND,62322376.67,62472145.44,4.425,False,False,ACTIVE,96061076.59,2,0.0,94745265.58,40
DEP000010038,CUS00019510,2024-10-20,2026-10-10,TERM,24,VND,32422888.91,33588931.15,4.016,True,False,ACTIVE,96061076.59,2,0.0,94745265.58,40
DEP000010039,CUS00019515,2024-11-17,2026-11-07,TERM,24,VND,294059952.29,294873207.47,3.907,True,False,ACTIVE,294873207.47,1,0.0,0.0,68
DEP000010040,CUS00019516,2026-06-22,2026-12-19,FLEXI,6,VND,221838110.88,222018726.95,4.881,False,False,ACTIVE,222018726.95,1,0.0,0.0,110
DEP000010041,CUS00019517,2025-12-23,2026-09-19,TERM,9,VND,45910664.16,47363489.51,3.762,True,False,MATURING_SOON,47363489.51,1,45910664.16,45910664.16,19
DEP000010042,CUS00019518,2026-08-23,2026-09-22,TERM,1,VND,66380200.65,66686340.64,5.2,True,True,MATURING_SOON,298661215.98,2,289599222.69,289599222.69,9
DEP000010043,CUS00019518,2026-06-11,2026-09-09,TERM,3,VND,223219022.04,231974875.34,5.013,True,False,MATURING_SOON,298661215.98,2,289599222.69,289599222.69,9
DEP000010044,CUS00019519,2025-10-27,2026-07-24,TERM,9,VND,196448516.71,0.0,3.924,True,False,MATURED,0.0,1,0.0,0.0,
DEP000010045,CUS00019525,2026-04-26,2027-01-21,FLEXI,9,VND,54478034.27,56215845.09,5.036,True,False,ACTIVE,56215845.09,1,0.0,0.0,143
DEP000010046,CUS00019526,2026-03-15,2026-09-11,FLEXI,6,VND,14993362.76,15362777.1,5.324,True,False,MATURING_SOON,15362777.1,1,14993362.76,14993362.76,11
DEP000010047,CUS00019527,2026-07-31,2026-08-30,TERM,1,VND,1846109165.64,1899917669.8,6.107,True,False,ROLLED_OVER,1899917669.8,1,0.0,0.0,
DEP000010048,CUS00019533,2026-08-16,2026-09-15,FLEXI,1,VND,144622475.99,151834603.62,3.729,True,False,MATURING_SOON,151834603.62,1,144622475.99,144622475.99,15
DEP000010049,CUS00019537,2025-05-11,2026-11-02,TERM,18,VND,221081859.92,222164255.15,5.984,False,False,ACTIVE,222164255.15,1,0.0,0.0,63
DEP000010050,CUS00019539,2026-08-14,2027-02-10,TERM,6,VND,66715284.21,68456252.67,5.738,True,False,ACTIVE,94038158.31,2,0.0,0.0,163
DEP000010051,CUS00019539,2026-07-03,2026-08-02,TERM,1,VND,25320449.31,25581905.65,4.658,True,False,ROLLED_OVER,94038158.31,2,0.0,0.0,163
DEP000010052,CUS00019541,2026-04-27,2027-04-22,TERM,12,VND,90175485.69,91683458.05,4.773,True,False,ACTIVE,91683458.05,1,0.0,0.0,234
DEP000010053,CUS00019542,2025-03-02,2026-08-24,FLEXI,18,VND,257164662.46,260257319.96,3.941,False,False,ROLLED_OVER,260257319.96,1,0.0,0.0,
DEP000010054,CUS00019544,2026-06-27,2026-07-27,TERM,1,VND,153815796.14,159277435.86,5.825,True,False,ROLLED_OVER,159277435.86,1,0.0,0.0,
DEP000010055,CUS00019548,2025-04-21,2027-04-11,TERM,24,VND,35213214.21,35829780.28,5.456,False,True,ACTIVE,35829780.28,1,0.0,0.0,223
DEP000010056,CUS00019549,2026-08-19,2028-02-10,TERM,18,VND,3536896336.24,3642956563.88,4.207,True,False,ACTIVE,3642956563.88,1,0.0,0.0,528
DEP000010057,CUS00019550,2026-05-24,2026-11-20,TERM,6,VND,857792360.33,888668823.7,5.098,True,False,ACTIVE,888668823.7,1,0.0,0.0,81
DEP000010058,CUS00019551,2026-04-05,2028-03-25,TERM,24,VND,49049511.27,51138536.23,4.469,True,False,ACTIVE,77856989.26,2,0.0,0.0,243
DEP000010059,CUS00019551,2025-11-07,2027-05-01,FLEXI,18,VND,25730314.62,26718453.03,5.836,False,False,ACTIVE,77856989.26,2,0.0,0.0,243
DEP000010060,CUS00019552,2025-08-09,2027-01-31,FLEXI,18,VND,6716220.95,6908185.37,5.277,False,True,ACTIVE,6908185.37,1,0.0,0.0,153
DEP000010061,CUS00019553,2026-08-21,2026-09-20,TERM,1,VND,748120776.05,770154999.37,5.117,True,False,MATURING_SOON,1121296264.63,2,1086322212.1,1086322212.1,5
DEP000010062,CUS00019553,2024-09-15,2026-09-05,TERM,24,VND,338201436.05,351141265.26,3.829,False,False,MATURING_SOON,1121296264.63,2,1086322212.1,1086322212.1,5
DEP000010063,CUS00019554,2026-08-09,2027-05-06,TERM,9,VND,672224529.16,697461771.82,3.685,True,False,ACTIVE,697461771.82,1,0.0,0.0,248
DEP000010064,CUS00019555,2025-03-17,2026-09-08,TERM,18,VND,1437823408.24,1456132458.62,4.134,True,False,MATURING_SOON,2717867544.05,2,2674714627.37,2674714627.37,3
DEP000010065,CUS00019555,2025-12-07,2026-09-03,TERM,9,VND,1236891219.13,1261735085.43,4.646,True,False,MATURING_SOON,2717867544.05,2,2674714627.37,2674714627.37,3
DEP000010066,CUS00019556,2026-07-19,2026-08-18,TERM,1,VND,263857791.91,0.0,3.734,False,False,MATURED,266896465.72,2,255576866.56,255576866.56,22
DEP000010067,CUS00019556,2025-09-27,2026-09-22,TERM,12,VND,255576866.56,266896465.72,4.799,True,False,MATURING_SOON,266896465.72,2,255576866.56,255576866.56,22
DEP000010068,CUS00019558,2025-07-03,2026-12-25,TERM,18,VND,5479243.27,5497614.91,3.873,True,True,ACTIVE,5497614.91,1,0.0,0.0,116
DEP000010069,CUS00019559,2026-05-30,2027-05-25,TERM,12,VND,1209492900.04,1255370714.54,4.076,True,False,ACTIVE,1255370714.54,1,0.0,0.0,267
DEP000010070,CUS00019560,2025-12-19,2026-09-15,TERM,9,VND,71380079.78,73559367.03,3.937,True,False,MATURING_SOON,273217236.51,2,71380079.78,71380079.78,15
DEP000010071,CUS00019560,2026-02-21,2027-08-15,TERM,18,VND,191470503.17,199657869.49,6.108,False,False,ACTIVE,273217236.51,2,71380079.78,71380079.78,15
DEP000010072,CUS00019561,2026-04-12,2027-04-07,FLEXI,12,VND,651733213.88,663622050.77,4.719,False,False,ACTIVE,663622050.77,1,0.0,0.0,219
DEP000010073,CUS00019572,2026-06-14,2027-03-11,TERM,9,VND,12501466.27,13019390.8,4.428,False,False,ACTIVE,13019390.8,1,0.0,0.0,192
